Match,Bulk,Category,Company,City,Phone,Email,Website,Buys
96,,Medical equipment supplier,Bushra Medical and Surgical Instrument LLC,"Office No. 9, Al Khayam Bakery Building, Al Jarf Industrial Area",+971505062826,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,yes,Medical equipment supplier,Cyberlab FZE,,+97165489818,cyberlabuae@gmail.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Delma Al Redwan Trading,"Near Deira Sheraton, Al Muteena St, Deira",+97142651728,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,yes,Medical equipment supplier,Diatech Medical Equipments Trading and Maintenance,"Al Habtoor Warehouse No.105, D95 Baghdad Street, Al Qusais Industrial Area 2",+97142954430,ecommerce@diatech-uae.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Docib Medical Store LLC,Al Qusais,+97142678173,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Dodhys Medical Limited (FZC),"H 1-6, SAIF Zone",+97165571787,sales@dodhys.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Draeger Medical GmbH,Dubai,+97144294600,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,yes,Medical equipment supplier / Healthcare,Dynamic Link General Trading LLC,"Dynamic Link, Office 303, Aswar Building, Sheikh Zayed Road,",+97143456644,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Fahimi Medical Services,"5th Flr, Deira Tower, Baniyas Sq, Deira",+97142229377,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Fresenius Medical Care,Dubai,+97143624733,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,G Tech Medical Services LLC,"Zahrath Al Khaleej Furniture Bldg, Muroor Rd",+97124455824,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Global Intl Medical Systems,"404, Green Tower, Al Maktoum St, Deira",+97142229836,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Gulf Dent Trading,"Shop 4, Al Quds Bldg, Bhnd Emirates NBD, Al Quds St",+97167421704,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,,Medical equipment supplier,Gulf Scan LLC,"National Paints R/A, Indl Area 17",,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
96,yes,Medical equipment supplier,Ainaya Healthcare Solutions,King Faisal Road,+971509786080,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,A E C Trading LLC,Dubai,+97143938181,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Achiever Computers LLC,Dubai,+97143522566,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Al Ikhlas Computers,"Office 641, Al Nokhita Bldg, Nr Hamriya Port, Deira",+97142730751,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Almasa IT Distribution,"201, Al Makhami Bldg, Oud Metha Rd, Karama",+97143063100,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Aptec Distribution FZ LLC,Dubai,+97143697111,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Azerty Computers LLC,Dubai,+97143559437,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Click Computers LLC,Dubai,+97143937387,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Computerage Services and Technologies LLC,Dubai,+97143966996,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Earth Gate Trading FZCO,Dubai,+97143514486,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Global Distribution FZE,,+97143548770,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Golden Microcomputer Systems,"ICAD, Mussafah",,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,IC Tech Distribution LLC,"Office No. 126, Bldg 7, Al Quasis",+971566248617,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,IT Star Computer LLC,"Shop 3, Admiral Plaza Hotel Building, Khalid Bin Waleed Road",+97142805353,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Levant Distribution,JAFZA,+97148872205,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Newcom Computer Systems,Dubai,+97143510127,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Red Dot Distribution,JAFZA,+97148880145,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,S N B IT Distribution,DAFZA,+97142602760,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Savant Data System LLC,Dubai,+97143939315,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,IT distributor,Shiva Computers LLC,Dubai,+97143511069,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Stor IT Distribution,"404 & 405, LOB 15, Jebel Ali Free Zone",+97148819690,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,yes,IT distributor,Syscom Distributions LLC,Dubai,+97143522433,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
94,,Medical laboratory,Al Amal Dental Laboratory,"Bhnd Beysot S/Room, Salam St",+97126450814,,,Printable CD-R / Printable DVD-R
94,,Medical laboratory,Art Dental Laboratory,"M-4, Old ABN Amro Bank Bldg, Istiqlal St",+97126327550,,,Printable CD-R / Printable DVD-R
94,,Medical laboratory,Bissan Dental Laboratory,"M-11, Aeda Al Kubaisi Bldg, Near Choithram S/Market, Khalidiya",+97126669945,,,Printable CD-R / Printable DVD-R
94,,Medical laboratory,Creative Arts Dental Laboratory,Shk Zayed Rd,+97143289896,,,Printable CD-R / Printable DVD-R
94,,Medical laboratory,Middle East Dental Laboratory,"201 & 203, White Crown Bldg, Sh Zayed Rd",+97143329201,,,Printable CD-R / Printable DVD-R
94,,Medical laboratory,Port Dental Laboratory,Dubai,,,,Printable CD-R / Printable DVD-R
92,,Computer supplies,Al Haseeb Computer Trading,"Bhnd KM Trdg, Salam St",+97126766935,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Al Refa Star Computer Trading,Dubai,+97143930202,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Back 2 Back Computer Trading LLC,"Sabkha Road, Deira",+97142257145,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Computer Supplies Limited,"P6-18, SAIF Zone",+97165572554,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,DSR Tech Computer Trading LLC,Dubai,+97143544115,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Infotrack Computers Trading LLC,"Opp. Gold Souq Metro Station, Behind Dewa, Ayal Nassir Road, Deira",+971563852377,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Khaleefa Computer Trading,Dubai,+97143936415,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Computer supplies,Tuba Computer Device Trading,"Shop 4, Umal Tharaffah, Al Meena",+97165627170,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Hospital / Clinic,Amrita Medical Center,"Near British Council, Al Nasr St, Khalidiya",+97126661555,,,Printable CD-R / Printable DVD-R
92,,Hospital / Clinic,Axon Medical Polyclinic,"Union Co-operative Building, Street 33A, Rashidiya Central Market",+97144599904,,,Printable CD-R / Printable DVD-R
92,,Hospital / Clinic,Medi Clinic Welcare Hospital LLC,"Bhnd Millenium Airport Hotel, Al Garhoud",+97142827788,,,Printable CD-R / Printable DVD-R
92,,Hospital / Clinic,New Medical Centre Hospital,"1st Flr, HSBC Bldg, King Faisal Rd",+97165536936,,,Printable CD-R / Printable DVD-R
92,,Hospital / Medical centre / Laboratory / Clinic,Scientific Clinical Laboratories,"Off 111, 1st Flr, Block B, Shk Hamdan Awards Complex, Jumeirah 1",+97143586606,,,Printable CD-R / Printable DVD-R
92,,Hospital / Clinic,Specialized Medical Care Hospital,Al Jahili,+97137552291,,,Printable CD-R / Printable DVD-R
92,,Hospital / Radiology / imaging / Clinic,Universal Hospital,"Wellness Towers A and B, 5056 Airport Road, Behind Al Hilal Bank",+97125999555,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Radiology / imaging,Vienna Trading LLC,"Shop 2, Sl Safa Building, Al Jadaf",+97143967071,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
92,,Radiology / imaging,MRI Dubai,"Villa Number 1, Jumeirah Street, Al Shasha Street, Jumeirah 3",,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,yes,Medical equipment supplier,Value Added Technology Mena FZ LLC,Dubai,+97145727509,vatechuae@gmail.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,yes,Medical equipment supplier,Varitron FZC,Sharjah,+97165571952,varitron@eim.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Westfort Group,"M1, P/634, ME12, Shabia 12, Near Model School, Mussafah",+97125547371,info@westfortgroup.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Astro International Group,"Office Number 5, Al Habtoor Building, Leader Showroom Al Khabaisi, Deira",+971562332568,safna@astro-intl.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Capital Ambulance,,+97124441266,info@capitalambulance.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Dar Al Kanz Fabrication and Welding LLC,"Plot No. 2517, Shed 4, Al Sajja Indl Area",+97165749827,sales@dak-fab.com,https://dak-fab.com,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Life Link Drug Store LLC,"Taha Showroom 10, Maleha Road",+97165236800,info@llds.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,yes,Medical equipment supplier,Paramed International FZCO,"S20109, South Zone 2, JAFZA",+97148865665,sales1@paramed.ae,http://paramed.ae/,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Safe Med Fire,Al Karama,+971509312849,info@safemedfire.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Tree Group LLC,"Office Number 316, Mozna Building, Al Qusais 1",+971557831615,sales@treee.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,3M Gulf Limited,Dubai,+97143670777,innovation.gulf@mmm.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Abdul Rahim Abdul Karim LLC,"Sikat Al Khail St, Gold Souk Area",+97142265461,anddubai@eim.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,yes,Medical equipment supplier,Abronn FZE,"Plot S21504, Mina Jebel Ali, Jebal Ali Industrial Area 2",+97148844860,marketing1@abronn.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,AFT Group Of Companies,"Opal Tower, Business Bay",+97148786445,esraa@aftgroups.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Al Areej Group LLC,"Al Mozanab Bldg, Al Qusais Indl Area 1",+97142610835,alareej5@emirates.net.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Amber Gen Tr LLC,"101, Majaz Pearl Bldg, Al Majaz 2",+97165500737,info@amberpackging.com,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Amico UAE,Dubai,+97143624727,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Bassam International Wheeled Coach,"603, Fairmont Bldg, Sh Zayed Rd",+97143291844,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Beta Surgicals Establishment,"Al Nahda Bldg, Opp Millenium School, Al Qusais",+97142581234,betase@eim.ae,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Concept Natural,,+97165354565,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Cytomed Middle East,"902, Crystal Tower, Buhaira Corniche Rd",+97165734447,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Eckhart Gulf,"Immigration St, Al Qassimia",+97165733177,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Elite Recruitment,"Al Thani Tower, Al Garhoud",,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Finasi LLC,Al Ittihad St,+97145513793,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,yes,Medical equipment supplier,FourMed FZ LLC,Dubai,+97143635445,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,German Orthopedic & Rehabilitation Equip Supply LLC,,+97124419115,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,German Standard Group,,+97142668871,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Globemed Care LLC,Dubai,+97142722349,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Godrej and Boyce Manufacturing Company Limited,"Office Number 59, Building Number Z, Saif Zone",+97165570866,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier / Computer supplies,Grand Stores,"Saleh Bin Lahij Bldg, Al Garhoud",+97142823700,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
90,,Medical equipment supplier,Gulf Markets International,"203, Kasco Tower, Damascus Street, Al Qusais",+97143432004,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Seven Bridge Technology LLC,"Shop 32, Fikree Building, Al Souq Al Kabeer",+97144529000,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Al Majid Informatic Solutions,"M 01, Sharaf Travel Bldg, Opp ADCB Bead Office, Electra St",+97126760008,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,Al Shather Trdg FZCO,"Khalid Bin Walid Str, Al Souk Al Kabeer",+97143518188,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Aptec Gulf Limited,"WH NA2 to NA6, R/A 8, Jebel Ali Free Zone",+97148837838,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Arab Business Machine,Tecom,+97144500500,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Cisco Systems,Dubai,+97143907777,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,City Tech Engineering LLC,Ramla Round About,+97167671651,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Click Telecom,"Al Barha, Opp Golf Hotel, Deira",+97142723737,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Compass International,"1st Flr, HSBC Bldg, Khalifa St",+97137665566,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Comstor Middle East,DAFZA,+97142998860,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Corporate Solutions LLC,Dubai,+97143557266,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Dalma Electronics LLC,Sharjah,,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,Derinton International FZE,DAFZA,+97142990278,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Dmatics IT Solutions LLC,Dubai,+97143977748,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Forefront Technologies,"W/House FDO 3, R/A 5, Jebel Ali Free Zone",+97148814440,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Gen-X Systems LLC,Dubai,+97143425068,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor / Computer supplies,Golden Systems Middle East FZCO,Jebel Ali South,+97148863300,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Infas Middle East,"218, Al Mullah Bldg, Opp Deira Sheraton, Al Muteena Rd",+97142973401,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,IT-Serve Com,Dubai,+97143355211,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,M Y B Advance Technology Systems,"Office No. 406, Mohd Suroor Bldg, Khalifa Street",+97126588820,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Magirus,Dubai,+97143914470,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Martech CCTV & IT Services,"Office 4, Al Dewar Building, Near J & P Signal, Ind Area 6",+97165424689,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Metra Service Center,Al Quoz,+97143232923,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,NABS Integrated Technical Services LLC,"JVC Bldg, Airport Rd",+97126216618,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Nasate Systems Integration & Procurement,"Abu Hail, Deira",,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Nattiq Technologies,"1202, Saalem Tower, Buhairah Corniche Rd",+97165749995,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Net Sys Consultants,Garhoud,+97142989164,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,One Network FZC,RAK Business Center,+971567649530,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,Silicon 21 FZCO,"249, LOB 15, Jebel Ali Free Zone",+97148872441,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,SN3 Technologies FZCO,Jebel Ali South Free Zone,+97148865088,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,yes,IT distributor,Techmicro FZCO,Dubai,+97143922205,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Unique Way IT Solutions LLC,Karama,+97143366009,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Zener Electrical and Electronics Services LLC,"Capital Mall, Musaffah",+97124040700,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,IT distributor,Zoomline Networks Technology LLC,Dubai,,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
88,,Medical centre / Medical laboratory,Abdul Aziz Medical Center,,+97167310722,,,Printable CD-R / Printable DVD-R
88,,Medical centre / Clinic / Dental clinic,Al Karama Medical Clinic,"Near Baniyas Mall, Baniyas East",+97125834988,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Al Rayyan Medical Clinic,"1st Floor 102, Bldg. No. 21, Me/12, Musaffah",+97125522262,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Al Shifa Medical Clinic,"Near Omar Masjid, Sh Khalid Road",+97192384288,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Bashira Specialized Medical Clinic,"Flat # 101, Bldg # 3, Al Najda Street",+97126219995,,,Printable CD-R / Printable DVD-R
88,,Medical centre / Dental clinic,Central Medical Poly Clinic,Dubai,+97192387557,,,Printable CD-R / Printable DVD-R
88,,Medical centre,DNA Health & Wellness Clinics,"899, Al Wasl Road, Al Manara",+97145736500,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Gems Medical Clinic,Al Ain,+97137641852,,,Printable CD-R / Printable DVD-R
88,,Medical centre,H M R T Medical Polyclinics,Al Nahda,+97142655888,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Health & Style Medical Centre,"Ground Floor, Next to Al Thiqa Pharmacy front of ADDC main office",+97126330515,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Healthway Medical Center,"Baniyas East 5, 43rd Street",+97125828982,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Ibn Seena Medical Clinic,"301, Julphar Tower, Near Cultural Centre",+97172331838,,,Printable CD-R / Printable DVD-R
88,,Medical centre,Medhealth Medical Centre,,+97148809900,,,Printable CD-R / Printable DVD-R
88,yes,Medical centre,Sagar Healthcare and Diagnostics FZ LLC,"No. 64, Al Razi Bldg., DHCC",,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Alpha Dental Lab,,+97142621192,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Balsam Dental Centre,Dubai,+97192222485,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory / Dental clinic,Charly Polyclinic,"Next to Sana Bldg, Karama",+97143379191,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,City Dental Lab,"104, Natl Bank of Oman Bldg, Najda St",+97126334476,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Crown Dental Lab,"4th Flr, Abdul Amin Bldg, Opp Arab Bank",+97167443852,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Danty Dental Lab,"305, Natl Bank of Oman Bldg, Najda St",+97126228899,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Dental Lounge,,+97143463008,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Elite Dental Lab,"TNT Bldg, Opp Sheraton Hotel, Khalifa St",+97126765576,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Gulf Pearl Dental Center,Al Nasr Str,+97126345680,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,High Technology Dental Lab,Dubai,+97165775177,,,Printable CD-R / Printable DVD-R
88,,Medical laboratory,Pearl White Dental Lab,"M1, United Arab Bank, Zayed bin Sultan, Near Jumaira Studio",,,,Printable CD-R / Printable DVD-R
86,,Computer supplies,Ram Computer Technology,"Omeir Travels Building, Abu Baker Al Siddiq St",+97137800813,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Al Fairouz Computer,"Behind Thomas Cook Exchange, Hamdan St",+97126742273,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Alpha Data,Dubai,+97126333644,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Americana Computer Systems LLC,"38 Al'Eed 5 Street, ICAD 3",+97126270700,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,City Viw Computers,Electra St,+97126343412,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Citylink Computer,"Bhnd Hamdan Centre, Hamdan St",+97126217955,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Computer Exchange,Electra Street,+97126769592,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Crown Computers,Electra St,+97126764060,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Daisytek Computers LLC,Dubai,+97143930734,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Grandsys Computers and Elect,"Opp Choithram S/Market, King Faisal Rd",+97165731999,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,HBC Printer Supplies LLC,Dubai,+97143938815,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Hitech Outlet Computers LLC,Dubai,+97143556031,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Jumeirah Oasis Computers LLC,"Near Habib Bakery, Hor Al Anz, Deira",+97142653455,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Kish Computers,"Near Jumbo S/Room, King Faisal St",+97165590825,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,LID IT Trading LLC,Dubai,+97143556606,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Lulu Computers,"Next to Dunia Finance, Hamdan St",+97126767670,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Ocean Waves Computer,"Near Xerox Copy Centre, Hamdan St",+97126767921,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Preview Computers LLC,"Opp Deira Park Hotel, Al Nakheel Rd, Deira",+97142289740,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Print-Age Computers,"Next to Al Nakheel Centre, Al Nakheel Rd",+97142270807,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Computer supplies,Soft Track Computer LLC,,+9715025,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Distributor,Evig Group,"Building 2020, Al Quoz 3, Sheikh Zayed Road",+97148864363,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Distributor,Lovosis Technology,"Office No.5, Baghlaf Building, Satellite Market Naif ,Deira",+97142259194,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Distributor,We Maintain Technical Services LLC,Dubai,,,,Printable CD-R / Printable DVD-R / Printable Blu-ray (BD-R)
86,,Hospital / Clinic,Ahalia Hospital,"Opp Liwa Centre, Hamdan St",+97126262666,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Ajman Khalifa Hospital,Ajman,+97167433311,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Ain Hospital (Al Jimi),Al Ain,+97137635888,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Corniche Hospital,"Bhnd Sheraton Hotel, Corniche Rd",+97126724900,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Garhoud Neurology Clinic,Garhoud,+97144553250,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Garhoud Private Hospital,Garhoud,+97144545000,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Hyatt Hospital,"1st Flr, Al Falaha Bldg, Khalifa St",+97137660999,,,Printable CD-R / Printable DVD-R
86,,Hospital / Clinic,Al Khaleej Specialized Hospital,"Near Carrefour, Al Jimi Area",+97137656818,,,Printable CD-R / Printable DVD-R
